player_ranking,tourney_year,tourney_name,tourney_location,tourney_dates,tourney_conditions,tourney_surface,opponent_name,match_win_loss,match_score
3,2012,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2012.03.05 - 2012.03.18,Outdoor,Hard,Denis Kudla,W,64 61
3,2012,Dubai,"Dubai, U.A.E.",2012.02.27 - 2012.03.03,Outdoor,Hard,Andy Murray,W,75 64
3,2012,Dubai,"Dubai, U.A.E.",2012.02.27 - 2012.03.03,Outdoor,Hard,Juan Martin del Potro,W,76(5) 76(6) 
3,2012,Dubai,"Dubai, U.A.E.",2012.02.27 - 2012.03.03,Outdoor,Hard,Mikhail Youzhny,W,63 64
3,2012,Dubai,"Dubai, U.A.E.",2012.02.27 - 2012.03.03,Outdoor,Hard,Feliciano Lopez,W,75 63
3,2012,Dubai,"Dubai, U.A.E.",2012.02.27 - 2012.03.03,Outdoor,Hard,Michael Llodra,W,60 76(6) 
3,2012,Rotterdam,"Rotterdam, Netherlands",2012.02.13 - 2012.02.19,Indoor,Hard,Juan Martin del Potro,W,61 64
3,2012,Rotterdam,"Rotterdam, Netherlands",2012.02.13 - 2012.02.19,Indoor,Hard,Nikolay Davydenko,W,46 63 64
3,2012,Rotterdam,"Rotterdam, Netherlands",2012.02.13 - 2012.02.19,Indoor,Hard,Jarkko Nieminen,W,75 76(2) 
3,2012,Rotterdam,"Rotterdam, Netherlands",2012.02.13 - 2012.02.19,Indoor,Hard,Mikhail Youzhny,W,(W/O)
3,2012,Rotterdam,"Rotterdam, Netherlands",2012.02.13 - 2012.02.19,Indoor,Hard,Nicolas Mahut,W,64 64
3,2012,SUI vs. USA WG 1st RD,"Fribourg, Switzerland",2012.02.06 - 2012.02.12,Indoor,Clay,John Isner,L,64 36 67(4) 26
3,2012,Australian Open,"Melbourne, Australia",2012.01.16 - 2012.01.29,Outdoor,Hard,Rafael Nadal,L,76(5) 26 67(5) 46
3,2012,Australian Open,"Melbourne, Australia",2012.01.16 - 2012.01.29,Outdoor,Hard,Juan Martin del Potro,W,64 63 62
3,2012,Australian Open,"Melbourne, Australia",2012.01.16 - 2012.01.29,Outdoor,Hard,Bernard Tomic,W,64 62 62
3,2012,Australian Open,"Melbourne, Australia",2012.01.16 - 2012.01.29,Outdoor,Hard,Ivo Karlovic,W,76(6) 75 63
3,2012,Australian Open,"Melbourne, Australia",2012.01.16 - 2012.01.29,Outdoor,Hard,Andreas Beck,W,(W/O)
3,2012,Australian Open,"Melbourne, Australia",2012.01.16 - 2012.01.29,Outdoor,Hard,Alexander Kudryavtsev,W,75 62 62
3,2012,Doha,"Doha, Qatar",2012.01.02 - 2012.01.07,Outdoor,Hard,Jo-Wilfried Tsonga,L,(W/O)
3,2012,Doha,"Doha, Qatar",2012.01.02 - 2012.01.07,Outdoor,Hard,Andreas Seppi,W,63 57 64
3,2012,Doha,"Doha, Qatar",2012.01.02 - 2012.01.07,Outdoor,Hard,Grega Zemlja,W,62 63
3,2012,Doha,"Doha, Qatar",2012.01.02 - 2012.01.07,Outdoor,Hard,Nikolay Davydenko,W,62 62
7,2013,Barclays ATP World Tour Finals,"London, Great Britain",2013.11.04 - 2013.11.11,Indoor,Hard,Rafael Nadal,L,57 36
7,2013,Barclays ATP World Tour Finals,"London, Great Britain",2013.11.04 - 2013.11.11,Indoor,Hard,Juan Martin del Potro,W,46 76(2) 75
7,2013,Barclays ATP World Tour Finals,"London, Great Britain",2013.11.04 - 2013.11.11,Indoor,Hard,Richard Gasquet,W,64 63
7,2013,Barclays ATP World Tour Finals,"London, Great Britain",2013.11.04 - 2013.11.11,Indoor,Hard,Novak Djokovic,L,46 76(2) 26
6,2013,ATP World Tour Masters 1000 Paris,"Paris, France",2013.10.28 - 2013.11.03,Indoor,Hard,Novak Djokovic,L,64 36 26
6,2013,ATP World Tour Masters 1000 Paris,"Paris, France",2013.10.28 - 2013.11.03,Indoor,Hard,Juan Martin del Potro,W,63 46 63
6,2013,ATP World Tour Masters 1000 Paris,"Paris, France",2013.10.28 - 2013.11.03,Indoor,Hard,Philipp Kohlschreiber,W,63 64
6,2013,ATP World Tour Masters 1000 Paris,"Paris, France",2013.10.28 - 2013.11.03,Indoor,Hard,Kevin Anderson,W,64 64
6,2013,Basel,"Basel, Switzerland",2013.10.21 - 2013.10.27,Indoor,Hard,Juan Martin del Potro,L,67(3) 62 46
6,2013,Basel,"Basel, Switzerland",2013.10.21 - 2013.10.27,Indoor,Hard,Vasek Pospisil,W,63 67(3) 75
6,2013,Basel,"Basel, Switzerland",2013.10.21 - 2013.10.27,Indoor,Hard,Grigor Dimitrov,W,63 76(2) 
6,2013,Basel,"Basel, Switzerland",2013.10.21 - 2013.10.27,Indoor,Hard,Denis Istomin,W,46 63 62
6,2013,Basel,"Basel, Switzerland",2013.10.21 - 2013.10.27,Indoor,Hard,Adrian Mannarino,W,64 62
7,2013,ATP World Tour Masters 1000 Shanghai,"Shanghai, China",2013.10.07 - 2013.10.13,Outdoor,Hard,Gael Monfils,L,46 76(5) 36
7,2013,ATP World Tour Masters 1000 Shanghai,"Shanghai, China",2013.10.07 - 2013.10.13,Outdoor,Hard,Andreas Seppi,W,64 63
7,2013,US Open,"New York, NY, U.S.A.",2013.08.26 - 2013.09.08,Outdoor,Hard,Tommy Robredo,L,67(3) 36 46
7,2013,US Open,"New York, NY, U.S.A.",2013.08.26 - 2013.09.08,Outdoor,Hard,Adrian Mannarino,W,63 60 62
7,2013,US Open,"New York, NY, U.S.A.",2013.08.26 - 2013.09.08,Outdoor,Hard,Carlos Berlocq,W,63 62 61
7,2013,US Open,"New York, NY, U.S.A.",2013.08.26 - 2013.09.08,Outdoor,Hard,Grega Zemlja,W,63 62 75
5,2013,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2013.08.12 - 2013.08.18,Outdoor,Hard,Rafael Nadal,L,75 46 36
5,2013,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2013.08.12 - 2013.08.18,Outdoor,Hard,Tommy Haas,W,16 75 63
5,2013,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2013.08.12 - 2013.08.18,Outdoor,Hard,Philipp Kohlschreiber,W,63 76(7) 
5,2013,Gstaad,"Gstaad, Switzerland",2013.07.22 - 2013.07.28,Outdoor,Clay,Daniel Brands,L,36 46
5,2013,Hamburg,"Hamburg, Germany",2013.07.15 - 2013.07.21,Outdoor,Clay,Federico Delbonis,L,67(7) 67(4) 
5,2013,Hamburg,"Hamburg, Germany",2013.07.15 - 2013.07.21,Outdoor,Clay,Florian Mayer,W,76(4) 36 75
5,2013,Hamburg,"Hamburg, Germany",2013.07.15 - 2013.07.21,Outdoor,Clay,Jan Hajek,W,64 63
5,2013,Hamburg,"Hamburg, Germany",2013.07.15 - 2013.07.21,Outdoor,Clay,Daniel Brands,W,36 63 62
3,2013,Wimbledon,"London, Great Britain",2013.06.24 - 2013.07.07,Outdoor,Grass,Sergiy Stakhovsky,L,76(5) 67(5) 57 67(5) 
3,2013,Wimbledon,"London, Great Britain",2013.06.24 - 2013.07.07,Outdoor,Grass,Victor Hanescu,W,63 62 60
3,2013,Halle,"Halle, Germany",2013.06.10 - 2013.06.16,Outdoor,Grass,Mikhail Youzhny,W,67(5) 63 64
3,2013,Halle,"Halle, Germany",2013.06.10 - 2013.06.16,Outdoor,Grass,Tommy Haas,W,36 63 64
3,2013,Halle,"Halle, Germany",2013.06.10 - 2013.06.16,Outdoor,Grass,Mischa Zverev,W,60 60
3,2013,Halle,"Halle, Germany",2013.06.10 - 2013.06.16,Outdoor,Grass,Cedrik-Marcel Stebe,W,63 63
3,2013,Roland Garros,"Paris, France",2013.05.27 - 2013.06.09,Outdoor,Clay,Jo-Wilfried Tsonga,L,57 36 36
3,2013,Roland Garros,"Paris, France",2013.05.27 - 2013.06.09,Outdoor,Clay,Gilles Simon,W,61 46 26 62 63
3,2013,Roland Garros,"Paris, France",2013.05.27 - 2013.06.09,Outdoor,Clay,Julien Benneteau,W,63 64 75
3,2013,Roland Garros,"Paris, France",2013.05.27 - 2013.06.09,Outdoor,Clay,Somdev Devvarman,W,62 61 61
3,2013,Roland Garros,"Paris, France",2013.05.27 - 2013.06.09,Outdoor,Clay,Pablo Carreno Busta,W,62 62 63
3,2013,ATP World Tour Masters 1000 Rome,"Rome, Italy",2013.05.13 - 2013.05.19,Outdoor,Clay,Rafael Nadal,L,16 36
3,2013,ATP World Tour Masters 1000 Rome,"Rome, Italy",2013.05.13 - 2013.05.19,Outdoor,Clay,Benoit Paire,W,76(5) 64
3,2013,ATP World Tour Masters 1000 Rome,"Rome, Italy",2013.05.13 - 2013.05.19,Outdoor,Clay,Jerzy Janowicz,W,64 76(2) 
3,2013,ATP World Tour Masters 1000 Rome,"Rome, Italy",2013.05.13 - 2013.05.19,Outdoor,Clay,Gilles Simon,W,61 62
3,2013,ATP World Tour Masters 1000 Rome,"Rome, Italy",2013.05.13 - 2013.05.19,Outdoor,Clay,Potito Starace,W,61 62
2,2013,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2013.05.06 - 2013.05.12,Outdoor,Clay,Kei Nishikori,L,46 61 26
2,2013,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2013.05.06 - 2013.05.12,Outdoor,Clay,Radek Stepanek,W,63 63
2,2013,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2013.03.04 - 2013.03.17,Outdoor,Hard,Rafael Nadal,L,46 26
2,2013,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2013.03.04 - 2013.03.17,Outdoor,Hard,Stan Wawrinka,W,63 67(4) 75
2,2013,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2013.03.04 - 2013.03.17,Outdoor,Hard,Ivan Dodig,W,63 61
2,2013,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2013.03.04 - 2013.03.17,Outdoor,Hard,Denis Istomin,W,62 63
2,2013,Dubai,"Dubai, U.A.E.",2013.02.25 - 2013.03.02,Outdoor,Hard,Tomas Berdych,L,63 67(8) 46
2,2013,Dubai,"Dubai, U.A.E.",2013.02.25 - 2013.03.02,Outdoor,Hard,Nikolay Davydenko,W,62 62
2,2013,Dubai,"Dubai, U.A.E.",2013.02.25 - 2013.03.02,Outdoor,Hard,Marcel Granollers,W,63 64
2,2013,Dubai,"Dubai, U.A.E.",2013.02.25 - 2013.03.02,Outdoor,Hard,Malek Jaziri,W,57 60 62
2,2013,Rotterdam,"Rotterdam, Netherlands",2013.02.11 - 2013.02.17,Indoor,Hard,Julien Benneteau,L,36 57
2,2013,Rotterdam,"Rotterdam, Netherlands",2013.02.11 - 2013.02.17,Indoor,Hard,Thiemo de Bakker,W,63 64
2,2013,Rotterdam,"Rotterdam, Netherlands",2013.02.11 - 2013.02.17,Indoor,Hard,Grega Zemlja,W,63 61
2,2013,Australian Open,"Melbourne, Australia",2013.01.14 - 2013.01.27,Outdoor,Hard,Andy Murray,L,46 76(5) 36 76(2) 26
2,2013,Australian Open,"Melbourne, Australia",2013.01.14 - 2013.01.27,Outdoor,Hard,Jo-Wilfried Tsonga,W,76(4) 46 76(4) 36 63
2,2013,Australian Open,"Melbourne, Australia",2013.01.14 - 2013.01.27,Outdoor,Hard,Milos Raonic,W,64 76(4) 62
2,2013,Australian Open,"Melbourne, Australia",2013.01.14 - 2013.01.27,Outdoor,Hard,Bernard Tomic,W,64 76(5) 61
2,2013,Australian Open,"Melbourne, Australia",2013.01.14 - 2013.01.27,Outdoor,Hard,Nikolay Davydenko,W,63 64 64
2,2013,Australian Open,"Melbourne, Australia",2013.01.14 - 2013.01.27,Outdoor,Hard,Benoit Paire,W,62 64 61
2,2014,FRA  vs. SUI DC Final,"Lille, France",2014.11.17 - 2014.11.23,Indoor,Clay,Richard Gasquet,W,64 62 62
2,2014,FRA  vs. SUI DC Final,"Lille, France",2014.11.17 - 2014.11.23,Indoor,Clay,Gael Monfils,L,16 46 36
2,2014,Barclays ATP World Tour Finals,"London, Great Britain",2014.11.10 - 2014.11.16,Indoor,Hard,Novak Djokovic,L,(W/O)
2,2014,Barclays ATP World Tour Finals,"London, Great Britain",2014.11.10 - 2014.11.16,Indoor,Hard,Stan Wawrinka,W,46 75 76(6) 
2,2014,Barclays ATP World Tour Finals,"London, Great Britain",2014.11.10 - 2014.11.16,Indoor,Hard,Andy Murray,W,60 61
2,2014,Barclays ATP World Tour Finals,"London, Great Britain",2014.11.10 - 2014.11.16,Indoor,Hard,Kei Nishikori,W,63 62
2,2014,Barclays ATP World Tour Finals,"London, Great Britain",2014.11.10 - 2014.11.16,Indoor,Hard,Milos Raonic,W,61 76
2,2014,ATP World Tour Masters 1000 Paris,"Paris, France",2014.10.27 - 2014.11.02,Indoor,Hard,Milos Raonic,L,67(5) 57
2,2014,ATP World Tour Masters 1000 Paris,"Paris, France",2014.10.27 - 2014.11.02,Indoor,Hard,Lucas Pouille,W,64 64
2,2014,ATP World Tour Masters 1000 Paris,"Paris, France",2014.10.27 - 2014.11.02,Indoor,Hard,Jeremy Chardy,W,76(5) 67(5) 64
2,2014,Basel,"Basel, Switzerland",2014.10.20 - 2014.10.26,Indoor,Hard,David Goffin,W,62 62
2,2014,Basel,"Basel, Switzerland",2014.10.20 - 2014.10.26,Indoor,Hard,Ivo Karlovic,W,76(8) 36 63
2,2014,Basel,"Basel, Switzerland",2014.10.20 - 2014.10.26,Indoor,Hard,Grigor Dimitrov,W,76(4) 62
2,2014,Basel,"Basel, Switzerland",2014.10.20 - 2014.10.26,Indoor,Hard,Denis Istomin,W,36 63 64
2,2014,Basel,"Basel, Switzerland",2014.10.20 - 2014.10.26,Indoor,Hard,Gilles Muller,W,62 61
3,2014,ATP World Tour Masters 1000 Shanghai,"Shanghai, China",2014.10.06 - 2014.10.12,Outdoor,Hard,Gilles Simon,W,76(6) 76(2) 
3,2014,ATP World Tour Masters 1000 Shanghai,"Shanghai, China",2014.10.06 - 2014.10.12,Outdoor,Hard,Novak Djokovic,W,64 64
3,2014,ATP World Tour Masters 1000 Shanghai,"Shanghai, China",2014.10.06 - 2014.10.12,Outdoor,Hard,Julien Benneteau,W,76(4) 60
3,2014,ATP World Tour Masters 1000 Shanghai,"Shanghai, China",2014.10.06 - 2014.10.12,Outdoor,Hard,Roberto Bautista Agut,W,64 62
3,2014,ATP World Tour Masters 1000 Shanghai,"Shanghai, China",2014.10.06 - 2014.10.12,Outdoor,Hard,Leonardo Mayer,W,75 36 76(7) 
3,2014,SUI vs. ITA WG SF,"Geneva, Switzerland, Switzerland",2014.09.08 - 2014.09.14,Indoor,Hard,Fabio Fognini,W,62 63 76(4) 
3,2014,SUI vs. ITA WG SF,"Geneva, Switzerland, Switzerland",2014.09.08 - 2014.09.14,Indoor,Hard,Simone Bolelli,W,76(5) 64 64
3,2014,US Open,"New York City, NY, U.S.A.",2014.08.25 - 2014.09.08,Outdoor,Hard,Marin Cilic,L,36 46 46
3,2014,US Open,"New York City, NY, U.S.A.",2014.08.25 - 2014.09.08,Outdoor,Hard,Gael Monfils,W,46 36 64 75 62
3,2014,US Open,"New York City, NY, U.S.A.",2014.08.25 - 2014.09.08,Outdoor,Hard,Roberto Bautista Agut,W,64 63 62
3,2014,US Open,"New York City, NY, U.S.A.",2014.08.25 - 2014.09.08,Outdoor,Hard,Marcel Granollers,W,46 61 61 61
3,2014,US Open,"New York City, NY, U.S.A.",2014.08.25 - 2014.09.08,Outdoor,Hard,Sam Groth,W,64 64 64
3,2014,US Open,"New York City, NY, U.S.A.",2014.08.25 - 2014.09.08,Outdoor,Hard,Marinko Matosevic,W,63 64 76(4) 
3,2014,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2014.08.11 - 2014.08.17,Outdoor,Hard,David Ferrer,W,63 16 62
3,2014,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2014.08.11 - 2014.08.17,Outdoor,Hard,Milos Raonic,W,62 63
3,2014,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2014.08.11 - 2014.08.17,Outdoor,Hard,Andy Murray,W,63 75
3,2014,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2014.08.11 - 2014.08.17,Outdoor,Hard,Gael Monfils,W,64 46 63
3,2014,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2014.08.11 - 2014.08.17,Outdoor,Hard,Vasek Pospisil,W,76(4) 57 62
3,2014,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2014.08.04 - 2014.08.10,Outdoor,Hard,Jo-Wilfried Tsonga,L,57 67(3) 
3,2014,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2014.08.04 - 2014.08.10,Outdoor,Hard,Feliciano Lopez,W,63 64
3,2014,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2014.08.04 - 2014.08.10,Outdoor,Hard,David Ferrer,W,63 46 63
3,2014,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2014.08.04 - 2014.08.10,Outdoor,Hard,Marin Cilic,W,76(5) 67(3) 64
3,2014,ATP World Tour Masters 1000 Canada,"Toronto, Canada",2014.08.04 - 2014.08.10,Outdoor,Hard,Peter Polansky,W,62 60
4,2014,Wimbledon,"London, Great Britain",2014.06.23 - 2014.07.06,Outdoor,Grass,Novak Djokovic,L,76(7) 46 67(4) 75 46
4,2014,Wimbledon,"London, Great Britain",2014.06.23 - 2014.07.06,Outdoor,Grass,Milos Raonic,W,64 64 64
4,2014,Wimbledon,"London, Great Britain",2014.06.23 - 2014.07.06,Outdoor,Grass,Stan Wawrinka,W,36 76(5) 64 64
4,2014,Wimbledon,"London, Great Britain",2014.06.23 - 2014.07.06,Outdoor,Grass,Tommy Robredo,W,61 64 64
4,2014,Wimbledon,"London, Great Britain",2014.06.23 - 2014.07.06,Outdoor,Grass,Santiago Giraldo,W,63 61 63
4,2014,Wimbledon,"London, Great Britain",2014.06.23 - 2014.07.06,Outdoor,Grass,Gilles Muller,W,63 75 63
4,2014,Wimbledon,"London, Great Britain",2014.06.23 - 2014.07.06,Outdoor,Grass,Paolo Lorenzi,W,61 61 63
4,2014,Halle,"Halle, Germany",2014.06.09 - 2014.06.15,Outdoor,Grass,Alejandro Falla,W,76(2) 76(3) 
4,2014,Halle,"Halle, Germany",2014.06.09 - 2014.06.15,Outdoor,Grass,Kei Nishikori,W,63 76(4) 
4,2014,Halle,"Halle, Germany",2014.06.09 - 2014.06.15,Outdoor,Grass,Yen-Hsun Lu,W,(W/O)
4,2014,Halle,"Halle, Germany",2014.06.09 - 2014.06.15,Outdoor,Grass,Joao Sousa,W,67(8) 64 62
4,2014,Roland Garros,"Paris, France",2014.05.26 - 2014.06.08,Outdoor,Clay,Ernests Gulbis,L,76(5) 67(3) 26 64 36
4,2014,Roland Garros,"Paris, France",2014.05.26 - 2014.06.08,Outdoor,Clay,Dmitry Tursunov,W,75 67(7) 62 64
4,2014,Roland Garros,"Paris, France",2014.05.26 - 2014.06.08,Outdoor,Clay,Diego Schwartzman,W,63 64 64
4,2014,Roland Garros,"Paris, France",2014.05.26 - 2014.06.08,Outdoor,Clay,Lukas Lacko,W,62 64 62
4,2014,ATP World Tour Masters 1000 Rome,"Rome, Italy",2014.05.12 - 2014.05.18,Outdoor,Clay,Jeremy Chardy,L,61 36 67(6) 
4,2014,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2014.04.14 - 2014.04.20,Outdoor,Clay,Stan Wawrinka,L,64 67(5) 26
4,2014,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2014.04.14 - 2014.04.20,Outdoor,Clay,Novak Djokovic,W,75 62
4,2014,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2014.04.14 - 2014.04.20,Outdoor,Clay,Jo-Wilfried Tsonga,W,26 76(6) 61
4,2014,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2014.04.14 - 2014.04.20,Outdoor,Clay,Lukas Rosol,W,64 61
4,2014,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2014.04.14 - 2014.04.20,Outdoor,Clay,Radek Stepanek,W,61 62
4,2014,SUI vs. KAZ WG QF,"Geneva, Switzerland",2014.03.31 - 2014.04.06,Indoor,Hard,Andrey Golubev,W,76 62 63
4,2014,SUI vs. KAZ WG QF,"Geneva, Switzerland",2014.03.31 - 2014.04.06,Indoor,Hard,Mikhail Kukushkin,W,64 64 62
5,2014,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2014.03.17 - 2014.03.30,Outdoor,Hard,Kei Nishikori,L,63 57 46
5,2014,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2014.03.17 - 2014.03.30,Outdoor,Hard,Richard Gasquet,W,61 62
5,2014,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2014.03.17 - 2014.03.30,Outdoor,Hard,Thiemo de Bakker,W,63 63
5,2014,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2014.03.17 - 2014.03.30,Outdoor,Hard,Ivo Karlovic,W,64 76(4) 
8,2014,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2014.03.03 - 2014.03.16,Outdoor,Hard,Novak Djokovic,L,63 36 67(3) 
8,2014,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2014.03.03 - 2014.03.16,Outdoor,Hard,Alexandr Dolgopolov,W,63 61
8,2014,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2014.03.03 - 2014.03.16,Outdoor,Hard,Kevin Anderson,W,75 61
8,2014,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2014.03.03 - 2014.03.16,Outdoor,Hard,Tommy Haas,W,64 64
8,2014,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2014.03.03 - 2014.03.16,Outdoor,Hard,Dmitry Tursunov,W,76(7) 76(2) 
8,2014,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2014.03.03 - 2014.03.16,Outdoor,Hard,Paul-Henri Mathieu,W,62 76(5) 
8,2014,Dubai,"Dubai, U.A.E.",2014.02.24 - 2014.03.01,Outdoor,Hard,Tomas Berdych,W,36 64 63
8,2014,Dubai,"Dubai, U.A.E.",2014.02.24 - 2014.03.01,Outdoor,Hard,Novak Djokovic,W,36 63 62
8,2014,Dubai,"Dubai, U.A.E.",2014.02.24 - 2014.03.01,Outdoor,Hard,Lukas Rosol,W,62 62
8,2014,Dubai,"Dubai, U.A.E.",2014.02.24 - 2014.03.01,Outdoor,Hard,Radek Stepanek,W,62 67(4) 63
8,2014,Dubai,"Dubai, U.A.E.",2014.02.24 - 2014.03.01,Outdoor,Hard,Benjamin Becker,W,61 64
8,2014,SRB vs. SUI WG 1st Rd.,"Novi Sad, Serbia",2014.01.27 - 2014.02.02,Indoor,Hard,Ilija Bozoljac,W,64 75 62
6,2014,Australian Open,"Melbourne, Australia",2014.01.13 - 2014.01.26,Outdoor,Hard,Rafael Nadal,L,67(4) 36 36
6,2014,Australian Open,"Melbourne, Australia",2014.01.13 - 2014.01.26,Outdoor,Hard,Andy Murray,W,63 64 67(6) 63
6,2014,Australian Open,"Melbourne, Australia",2014.01.13 - 2014.01.26,Outdoor,Hard,Jo-Wilfried Tsonga,W,63 75 64
6,2014,Australian Open,"Melbourne, Australia",2014.01.13 - 2014.01.26,Outdoor,Hard,Teymuraz Gabashvili,W,62 62 63
6,2014,Australian Open,"Melbourne, Australia",2014.01.13 - 2014.01.26,Outdoor,Hard,Blaz Kavcic,W,62 61 76(4) 
6,2014,Australian Open,"Melbourne, Australia",2014.01.13 - 2014.01.26,Outdoor,Hard,James Duckworth,W,64 64 62
6,2014,Brisbane,"Brisbane, Australia",2013.12.30 - 2014.01.05,Outdoor,Hard,Lleyton Hewitt,L,16 64 36
6,2014,Brisbane,"Brisbane, Australia",2013.12.30 - 2014.01.05,Outdoor,Hard,Jeremy Chardy,W,63 67(3) 63
6,2014,Brisbane,"Brisbane, Australia",2013.12.30 - 2014.01.05,Outdoor,Hard,Marinko Matosevic,W,61 61
6,2014,Brisbane,"Brisbane, Australia",2013.12.30 - 2014.01.05,Outdoor,Hard,Jarkko Nieminen,W,64 62
3,2015,Barclays ATP World Tour Finals,"London, Great Britain",2015.11.16 - 2015.11.22,Indoor,Hard,Novak Djokovic,L,36 46
3,2015,Barclays ATP World Tour Finals,"London, Great Britain",2015.11.16 - 2015.11.22,Indoor,Hard,Stan Wawrinka,W,75 63
3,2015,Barclays ATP World Tour Finals,"London, Great Britain",2015.11.16 - 2015.11.22,Indoor,Hard,Kei Nishikori,W,75 46 64
3,2015,Barclays ATP World Tour Finals,"London, Great Britain",2015.11.16 - 2015.11.22,Indoor,Hard,Novak Djokovic,W,75 62
3,2015,Barclays ATP World Tour Finals,"London, Great Britain",2015.11.16 - 2015.11.22,Indoor,Hard,Tomas Berdych,W,64 62
2,2015,ATP World Tour Masters 1000 Paris,"Paris, France",2015.11.02 - 2015.11.08,Indoor,Hard,John Isner,L,67(3) 63 67(5) 
2,2015,ATP World Tour Masters 1000 Paris,"Paris, France",2015.11.02 - 2015.11.08,Indoor,Hard,Andreas Seppi,W,61 61
3,2015,Basel,"Basel, Switzerland",2015.10.26 - 2015.11.01,Indoor,Hard,Rafael Nadal,W,63 57 63
3,2015,Basel,"Basel, Switzerland",2015.10.26 - 2015.11.01,Indoor,Hard,Jack Sock,W,63 64
3,2015,Basel,"Basel, Switzerland",2015.10.26 - 2015.11.01,Indoor,Hard,David Goffin,W,63 36 61
3,2015,Basel,"Basel, Switzerland",2015.10.26 - 2015.11.01,Indoor,Hard,Philipp Kohlschreiber,W,64 46 64
3,2015,Basel,"Basel, Switzerland",2015.10.26 - 2015.11.01,Indoor,Hard,Mikhail Kukushkin,W,61 62
3,2015,ATP World Tour Masters 1000 Shanghai,"Shanghai, China",2015.10.12 - 2015.10.18,Outdoor,Hard,Albert Ramos-Vinolas,L,67(4) 62 36
2,2015,SUI vs. NED WG Play-Off,"Geneva, Switzerland, Switzerland",2015.09.14 - 2015.09.20,Indoor,Hard,Thiemo de Bakker,W,63 62 64
2,2015,SUI vs. NED WG Play-Off,"Geneva, Switzerland, Switzerland",2015.09.14 - 2015.09.20,Indoor,Hard,Jesse Huta Galung,W,63 64 63
2,2015,US Open,"New York, NY, U.S.A.",2015.08.31 - 2015.09.13,Outdoor,Hard,Novak Djokovic,L,46 75 46 46
2,2015,US Open,"New York, NY, U.S.A.",2015.08.31 - 2015.09.13,Outdoor,Hard,Stan Wawrinka,W,64 63 61
2,2015,US Open,"New York, NY, U.S.A.",2015.08.31 - 2015.09.13,Outdoor,Hard,Richard Gasquet,W,63 63 61
2,2015,US Open,"New York, NY, U.S.A.",2015.08.31 - 2015.09.13,Outdoor,Hard,John Isner,W,76 76(6) 75
2,2015,US Open,"New York, NY, U.S.A.",2015.08.31 - 2015.09.13,Outdoor,Hard,Philipp Kohlschreiber,W,63 64 64
2,2015,US Open,"New York, NY, U.S.A.",2015.08.31 - 2015.09.13,Outdoor,Hard,Steve Darcis,W,61 62 61
2,2015,US Open,"New York, NY, U.S.A.",2015.08.31 - 2015.09.13,Outdoor,Hard,Leonardo Mayer,W,61 62 62
3,2015,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2015.08.17 - 2015.08.23,Outdoor,Hard,Novak Djokovic,W,76(1) 63
